plot_id,date,NDVI,valid_pixels,NDVI_std
P006,2024-05-30,0.23343,30,0.04
P006,2024-06-09,0.29892,30,0.04
P006,2024-06-19,0.39282,30,0.04
P006,2024-06-29,0.51166,30,0.04
P006,2024-07-09,0.64203,30,0.04
P006,2024-07-19,0.76145,30,0.04
P006,2024-07-29,0.84408,30,0.04
P006,2024-08-08,0.86967,30,0.04
P006,2024-08-18,0.83162,30,0.04
P006,2024-08-28,0.73970,30,0.04
P006,2024-09-07,0.61601,30,0.04
P006,2024-09-17,0.48639,30,0.04
P006,2024-09-27,0.37180,30,0.04
P006,2024-10-07,0.28359,30,0.04
P006,2024-10-17,0.22350,30,0.04
P006,2024-10-27,0.18693,30,0.04
P006,2024-11-06,0.16695,30,0.04
P006,2024-11-16,0.15711,30,0.04
P006,2024-11-26,0.15272,30,0.04
P006,2024-12-06,0.15095,30,0.04
P006,2024-12-16,0.15030,30,0.04
P006,2024-12-26,0.15009,30,0.04
P007,2023-01-01,0.24109,30,0.04
P007,2023-01-11,0.24265,30,0.04
P007,2023-01-21,0.24602,30,0.04
P007,2023-01-31,0.25280,30,0.04
P007,2023-02-10,0.26546,30,0.04
P007,2023-02-20,0.28739,30,0.04
P007,2023-03-02,0.32259,30,0.04
P007,2023-03-12,0.37471,30,0.04
P007,2023-03-22,0.44566,30,0.04
P007,2023-04-01,0.53390,30,0.04
P007,2023-04-11,0.63314,30,0.04
P007,2023-04-21,,30,0.04
P007,2023-05-01,0.81688,30,0.04
P007,2023-05-11,0.87283,30,0.04
P007,2023-05-21,0.88979,30,0.04
P007,2023-05-31,0.86451,30,0.04
P007,2023-06-10,0.80182,30,0.04
P007,2023-06-20,0.71309,30,0.04
P007,2023-06-30,0.61288,30,0.04
P007,2023-07-10,0.51510,30,0.04
P007,2023-07-20,0.42997,30,0.04
P007,2023-07-30,0.36280,30,0.04
P007,2023-08-09,0.31430,30,0.04
P007,2023-08-19,0.28207,30,0.04
P007,2023-08-29,0.26230,30,0.04
P007,2023-09-08,0.25107,30,0.04
P007,2023-09-18,0.24514,30,0.04
P007,2023-09-28,0.24223,30,0.04
P007,2023-10-08,0.24091,30,0.04
P007,2023-10-18,0.24035,30,0.04
P007,2023-10-28,0.24012,30,0.04
P007,2023-11-07,0.24004,30,0.04
P007,2023-11-17,0.24001,30,0.04
P007,2023-11-27,0.24000,30,0.04
P007,2023-12-07,0.24000,30,0.04
P007,2023-12-17,0.24000,30,0.04
P007,2023-12-27,0.24000,30,0.04
P007,2024-01-01,0.24109,30,0.04
P007,2024-01-11,0.24265,30,0.04
P007,2024-01-21,0.24602,30,0.04
P007,2024-01-31,0.25280,30,0.04
P007,2024-02-10,0.26546,30,0.04
P007,2024-02-20,0.28739,30,0.04
P007,2024-03-01,0.32259,30,0.04
P007,2024-03-11,0.37471,30,0.04
P007,2024-03-21,0.44566,30,0.04
P007,2024-03-31,0.53390,30,0.04
P007,2024-04-10,0.63314,30,0.04
P007,2024-04-20,,30,0.04
P007,2024-04-30,0.81688,30,0.04
P007,2024-05-10,0.87283,30,0.04
P007,2024-05-20,0.88979,30,0.04
P007,2024-05-30,0.86451,30,0.04
P007,2024-06-09,0.80182,30,0.04
P007,2024-06-19,0.71309,30,0.04
P007,2024-06-29,0.61288,30,0.04
P007,2024-07-09,0.51510,30,0.04
P007,2024-07-19,0.42997,30,0.04
P007,2024-07-29,0.36280,30,0.04
P007,2024-08-08,0.31430,30,0.04
P007,2024-08-18,0.28207,30,0.04
P007,2024-08-28,0.26230,30,0.04
P007,2024-09-07,0.25107,30,0.04
P007,2024-09-17,0.24514,30,0.04
P007,2024-09-27,0.24223,30,0.04
P007,2024-10-07,0.24091,30,0.04
P007,2024-10-17,0.24035,30,0.04
P007,2024-10-27,0.24012,30,0.04
P007,2024-11-06,0.24004,30,0.04
P007,2024-11-16,0.24001,30,0.04
P007,2024-11-26,0.24000,30,0.04
P007,2024-12-06,0.24000,30,0.04
P007,2024-12-16,0.24000,30,0.04
P007,2024-12-26,0.24000,30,0.04
P008,2023-01-01,0.61040,30,0.04
P008,2023-01-11,0.61767,30,0.04
P008,2023-01-21,0.62259,30,0.04
P008,2023-01-31,0.62486,30,0.04
P008,2023-02-10,0.62434,30,0.04
P008,2023-02-20,0.62107,30,0.04
P008,2023-03-02,0.61524,30,0.04
P008,2023-03-12,0.60723,30,0.04
P008,2023-03-22,0.59751,30,0.04
P008,2023-04-01,0.58671,30,0.04
P008,2023-04-11,0.57550,30,0.04
P008,2023-04-21,,30,0.04
P008,2023-05-01,0.55458,30,0.04
P008,2023-05-11,0.54619,30,0.04
P008,2023-05-21,0.53989,30,0.04
P008,2023-05-31,0.53609,30,0.04
P008,2023-06-10,0.53502,30,0.04
P008,2023-06-20,0.53675,30,0.04
P008,2023-06-30,0.54116,30,0.04
P008,2023-07-10,0.54799,30,0.04
P008,2023-07-20,0.55681,30,0.04
P008,2023-07-30,0.56707,30,0.04
P008,2023-08-09,0.57814,30,0.04
P008,2023-08-19,0.58932,30,0.04
P008,2023-08-29,0.59992,30,0.04
P008,2023-09-08,0.60929,30,0.04
P008,2023-09-18,0.61683,30,0.04
P008,2023-09-28,0.62208,30,0.04
P008,2023-10-08,0.62472,30,0.04
P008,2023-10-18,0.62457,30,0.04
P008,2023-10-28,0.62166,30,0.04
P008,2023-11-07,0.61615,30,0.04
P008,2023-11-17,0.60840,30,0.04
P008,2023-11-27,0.59888,30,0.04
P008,2023-12-07,0.58819,30,0.04
P008,2023-12-17,0.57699,30,0.04
P008,2023-12-27,0.56597,30,0.04
P008,2024-01-01,0.61040,30,0.04
P008,2024-01-11,0.61767,30,0.04
P008,2024-01-21,0.62259,30,0.04
P008,2024-01-31,0.62486,30,0.04
P008,2024-02-10,0.62434,30,0.04
P008,2024-02-20,0.62107,30,0.04
P008,2024-03-01,0.61524,30,0.04
P008,2024-03-11,0.60723,30,0.04
P008,2024-03-21,0.59751,30,0.04
P008,2024-03-31,0.58671,30,0.04
P008,2024-04-10,0.57550,30,0.04
P008,2024-04-20,,30,0.04
P008,2024-04-30,0.55458,30,0.04
P008,2024-05-10,0.54619,30,0.04
P008,2024-05-20,0.53989,30,0.04
P008,2024-05-30,0.53609,30,0.04
P008,2024-06-09,0.53502,30,0.04
P008,2024-06-19,0.53675,30,0.04
P008,2024-06-29,0.54116,30,0.04
P008,2024-07-09,0.54799,30,0.04
P008,2024-07-19,0.55681,30,0.04
P008,2024-07-29,0.56707,30,0.04
P008,2024-08-08,0.57814,30,0.04
P008,2024-08-18,0.58932,30,0.04
P008,2024-08-28,0.59992,30,0.04
P008,2024-09-07,0.60929,30,0.04
P008,2024-09-17,0.61683,30,0.04
P008,2024-09-27,0.62208,30,0.04
P008,2024-10-07,0.62472,30,0.04
P008,2024-10-17,0.62457,30,0.04
P008,2024-10-27,0.62166,30,0.04
P008,2024-11-06,0.61615,30,0.04
P008,2024-11-16,0.60840,30,0.04
P008,2024-11-26,0.59888,30,0.04
P008,2024-12-06,0.58819,30,0.04
P008,2024-12-16,0.57699,30,0.04
P008,2024-12-26,0.56597,30,0.04
P009,2023-01-01,0.18100,30,0.04
P009,2023-01-11,0.19076,30,0.04
P009,2023-01-21,0.19933,30,0.04
P009,2023-01-31,0.20577,30,0.04
P009,2023-02-10,0.20938,30,0.04
P009,2023-02-20,0.20975,30,0.04
P009,2023-03-02,0.20685,30,0.04
P009,2023-03-12,0.20099,30,0.04
P009,2023-03-22,0.19282,30,0.04
P009,2023-04-01,0.18324,30,0.04
P009,2023-04-11,0.17330,30,0.04
P009,2023-04-21,,30,0.04
P009,2023-05-01,0.15666,30,0.04
P009,2023-05-11,0.15178,30,0.04
P009,2023-05-21,0.15000,30,0.04
P009,2023-05-31,0.15153,30,0.04
P009,2023-06-10,0.15620,30,0.04
P009,2023-06-20,0.16348,30,0.04
P009,2023-06-30,0.17258,30,0.04
P009,2023-07-10,0.18250,30,0.04
P009,2023-07-20,0.19215,30,0.04
P009,2023-07-30,0.20045,30,0.04
P009,2023-08-09,0.20651,30,0.04
P009,2023-08-19,0.20965,30,0.04
P009,2023-08-29,0.20952,30,0.04
P009,2023-09-08,0.20614,30,0.04
P009,2023-09-18,0.19989,30,0.04
P009,2023-09-28,0.19145,30,0.04
P009,2023-10-08,0.18174,30,0.04
P009,2023-10-18,0.17185,30,0.04
P009,2023-10-28,0.16285,30,0.04
P009,2023-11-07,0.15574,30,0.04
P009,2023-11-17,0.15130,30,0.04
P009,2023-11-27,0.15002,30,0.04
P009,2023-12-07,0.15204,30,0.04
P009,2023-12-17,0.15714,30,0.04
P009,2023-12-27,0.16476,30,0.04
P009,2024-01-01,0.18100,30,0.04
P009,2024-01-11,0.19076,30,0.04
P009,2024-01-21,0.19933,30,0.04
P009,2024-01-31,0.20577,30,0.04
P009,2024-02-10,0.20938,30,0.04
P009,2024-02-20,0.20975,30,0.04
P009,2024-03-01,0.20685,30,0.04
P009,2024-03-11,0.20099,30,0.04
P009,2024-03-21,0.19282,30,0.04
P009,2024-03-31,0.18324,30,0.04
P009,2024-04-10,0.17330,30,0.04
P009,2024-04-20,,30,0.04
P009,2024-04-30,0.15666,30,0.04
P009,2024-05-10,0.15178,30,0.04
P009,2024-05-20,0.15000,30,0.04
P009,2024-05-30,0.15153,30,0.04
P009,2024-06-09,0.15620,30,0.04
P009,2024-06-19,0.16348,30,0.04
P009,2024-06-29,0.17258,30,0.04
P009,2024-07-09,0.18250,30,0.04
P009,2024-07-19,0.19215,30,0.04
P009,2024-07-29,0.20045,30,0.04
P009,2024-08-08,0.20651,30,0.04
P009,2024-08-18,0.20965,30,0.04
P009,2024-08-28,0.20952,30,0.04
P009,2024-09-07,0.20614,30,0.04
P009,2024-09-17,0.19989,30,0.04
P009,2024-09-27,0.19145,30,0.04
P009,2024-10-07,0.18174,30,0.04
P009,2024-10-17,0.17185,30,0.04
P009,2024-10-27,0.16285,30,0.04
P009,2024-11-06,0.15574,30,0.04
P009,2024-11-16,0.15130,30,0.04
P009,2024-11-26,0.15002,30,0.04
P009,2024-12-06,0.15204,30,0.04
P009,2024-12-16,0.15714,30,0.04
P009,2024-12-26,0.16476,30,0.04
P010,2023-01-01,0.50000,30,0.04
P010,2023-01-11,0.50000,30,0.04
P010,2023-01-21,0.50000,30,0.04
P010,2023-01-31,0.50000,30,0.04
P010,2024-01-01,0.50000,30,0.04
P010,2024-01-11,0.50000,30,0.04
P010,2024-01-21,0.50000,30,0.04
P010,2024-01-31,0.50000,30,0.04
P011,2023-01-01,0.15000,30,0.04
P011,2023-01-11,0.15000,30,0.04
P011,2023-01-21,0.15000,30,0.04
P011,2023-01-31,0.15000,30,0.04
P011,2023-02-10,0.15000,30,0.04
P011,2023-02-20,0.15000,30,0.04
P011,2023-03-02,0.15001,30,0.04
P011,2023-03-12,0.15003,30,0.04
P011,2023-03-22,0.15011,30,0.04
P011,2023-04-01,0.15039,30,0.04
P011,2023-04-11,0.15118,30,0.04
P011,2023-04-21,,30,0.04
P011,2023-05-01,0.15852,30,0.04
P011,2023-05-11,0.16995,30,0.04
P011,2023-05-21,0.19269,30,0.04
P011,2023-05-31,0.23343,30,0.04
P011,2023-06-10,0.29892,30,0.04
P011,2023-06-20,0.39282,30,0.04
P011,2023-06-30,0.51166,30,0.04
P011,2023-07-10,0.64203,30,0.04
P011,2023-07-20,0.76145,30,0.04
P011,2023-07-30,0.84408,30,0.04
P011,2023-08-09,0.86967,30,0.04
P011,2023-08-19,0.83162,30,0.04
P011,2023-08-29,0.73970,30,0.04
P011,2023-09-08,0.61601,30,0.04
P011,2023-09-18,0.48639,30,0.04
P011,2023-09-28,0.37180,30,0.04
P011,2023-10-08,0.28359,30,0.04
P011,2023-10-18,0.22350,30,0.04
P011,2023-10-28,0.18693,30,0.04
P011,2023-11-07,0.16695,30,0.04
P011,2023-11-17,0.15711,30,0.04
P011,2023-11-27,0.15272,30,0.04
P011,2023-12-07,0.15095,30,0.04
P011,2023-12-17,0.15030,30,0.04
P011,2023-12-27,0.15009,30,0.04
P011,2024-01-01,0.15000,30,0.04
P011,2024-01-11,0.15000,30,0.04
P011,2024-01-21,0.15000,30,0.04
P011,2024-01-31,0.15000,30,0.04
P011,2024-02-10,0.15000,30,0.04
P011,2024-02-20,0.15000,30,0.04
P011,2024-03-01,0.15001,30,0.04
P011,2024-03-11,0.15003,30,0.04
P011,2024-03-21,0.15011,30,0.04
P011,2024-03-31,0.15039,30,0.04
P011,2024-04-10,0.15118,30,0.04
P011,2024-04-20,,30,0.04
P011,2024-04-30,0.15852,30,0.04
P011,2024-05-10,0.16995,30,0.04
P011,2024-05-20,0.19269,30,0.04
P011,2024-05-30,0.23343,30,0.04
P011,2024-06-09,0.29892,30,0.04
P011,2024-06-19,0.39282,30,0.04
P011,2024-06-29,0.51166,30,0.04
P011,2024-07-09,0.64203,30,0.04
P011,2024-07-19,0.76145,30,0.04
P011,2024-07-29,0.84408,30,0.04
